location,bhk,built_up_area,transaction,status,furnishing,facing,bathroom,floor_category,luxury_category,price
pal,2,1045,Resale,Ready to Move,Unfurnished,South -West,1,Mid Floor,Low,0.55
dindoli,1,719,New Property,Under Construction,Unfurnished,North - East,1,Mid Floor,Low,0.16
palanpur,1,468,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.28
palanpur,1,462,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.26
palanpur,2,1204,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.44
jahangirpura,2,1219,Resale,Ready to Move,Unfurnished,North - East,1,Mid Floor,Medium,0.42
althan,3,1690,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.6
pal,3,1660,Resale,Ready to Move,Semi-Furnished,East,2,Mid Floor,Medium,0.6
jahangirpura,2,1360,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.45
adajan,2,792,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.56
jahangirpura,2,1178,New Property,Ready to Move,Furnished,South -West,1,High Floor,Medium,0.43
pal,2,978,Resale,Ready to Move,Unfurnished,South,1,Mid Floor,Low,0.55
palanpur,2,950,Resale,Ready to Move,Semi-Furnished,East,1,Low Floor,Low,0.35
althan,2,924,Resale,Ready to Move,Furnished,North - East,1,Mid Floor,Medium,0.58
jahangirpura,2,1320,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.47
adajan,1,813,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.29
jahangirpura,2,757,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.37
pal,2,1127,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.42
dindoli,2,734,New Property,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.31
jahangirpura,3,1625,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.55
palanpur,3,937,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.5
palanpur,2,1180,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.45
palanpur,2,770,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.51
palanpur,2,1100,Resale,Ready to Move,Unfurnished,South -West,1,Mid Floor,Medium,0.46
dindoli,2,1143,New Property,Ready to Move,Unfurnished,North - East,1,Mid Floor,Medium,0.29
jahangirpura,2,894,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.45
adajan,2,770,New Property,Under Construction,Furnished,East,1,Mid Floor,Medium,0.39
pal,2,1275,New Property,Ready to Move,Unfurnished,South -West,1,Mid Floor,Medium,0.57
palanpur,3,1558,Resale,Ready to Move,Unfurnished,North - East,2,Low Floor,Medium,0.47
palanpur,3,1870,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.6
jahangirpura,3,1620,New Property,Ready to Move,Unfurnished,East,2,High Floor,Medium,0.58
adajan,2,1100,Resale,Ready to Move,Semi-Furnished,North,1,Mid Floor,Medium,0.4
vesu,2,839,Resale,Ready to Move,Unfurnished,North - East,1,Mid Floor,Low,0.6
jahangirpura,1,750,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.25
jahangirpura,2,1200,New Property,Under Construction,Unfurnished,North - East,1,Mid Floor,Medium,0.36
jahangirpura,2,703,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.38
althan,2,1173,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.6
dindoli,2,686,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.29
palanpur,2,1296,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.56
pal,3,1725,Resale,Ready to Move,Unfurnished,North,2,Mid Floor,Medium,0.55
palanpur,2,770,New Property,Ready to Move,Unfurnished,North - East,1,Mid Floor,Low,0.47
adajan,2,1265,Resale,Ready to Move,Semi-Furnished,South -West,1,Mid Floor,Medium,0.45
dindoli,2,881,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.22
jahangirpura,1,463,New Property,Ready to Move,Unfurnished,East,1,High Floor,Low,0.29
adajan,3,1100,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.57
althan,2,1248,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.5
palanpur,1,768,Resale,Ready to Move,Unfurnished,North - East,1,Mid Floor,Low,0.23
pal,2,1251,New Property,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.55
jahangirpura,2,627,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.47
jahangirpura,2,1180,Resale,Ready to Move,Semi-Furnished,North,1,Mid Floor,Medium,0.38
palanpur,2,1320,Resale,Ready to Move,Semi-Furnished,East,1,Low Floor,Medium,0.4
vesu,2,880,Resale,Ready to Move,Unfurnished,North - East,1,High Floor,Medium,0.6
palanpur,1,750,Resale,Ready to Move,Semi-Furnished,South -West,1,Mid Floor,Low,0.23
jahangirpura,2,678,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.38
palanpur,3,1533,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.42
dindoli,2,708,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.33
jahangirpura,3,1800,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.59
palanpur,3,1520,Resale,Ready to Move,Furnished,North - West,2,High Floor,Medium,0.55
pal,2,770,New Property,Ready to Move,Furnished,South -West,1,Low Floor,Medium,0.43
palanpur,2,1100,Resale,Ready to Move,Unfurnished,South -West,1,High Floor,Medium,0.51
dindoli,1,682,New Property,Ready to Move,Unfurnished,North - East,1,Mid Floor,Low,0.16
adajan,2,935,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.45
dumas road/hazira,2,700,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.51
palanpur,2,1311,New Property,Under Construction,Unfurnished,North - West,1,Mid Floor,Medium,0.56
palanpur,2,1191,Resale,Ready to Move,Semi-Furnished,North - East,1,Mid Floor,Medium,0.34
palanpur,2,770,New Property,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.56
palanpur,3,1385,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.48
palanpur,2,1125,Resale,Ready to Move,Semi-Furnished,North,1,Mid Floor,Medium,0.33
palanpur,1,1144,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.23
palanpur,2,825,Resale,Ready to Move,Semi-Furnished,North - East,1,Mid Floor,Medium,0.56
palanpur,2,1327,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.6
jahangirpura,2,773,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.49
dindoli,2,678,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.31
jahangirpura,3,1725,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.59
jahangirpura,3,899,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.55
palanpur,2,1328,Resale,Ready to Move,Unfurnished,North - West,1,High Floor,Medium,0.53
palanpur,1,462,New Property,Ready to Move,Unfurnished,South -West,1,Mid Floor,Low,0.26
palanpur,2,1045,Resale,Ready to Move,Unfurnished,South -West,1,High Floor,Medium,0.51
dindoli,1,778,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.19
adajan,2,698,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.39
pal,2,794,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.56
althan,2,1241,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.45
palanpur,3,1026,Resale,Ready to Move,Semi-Furnished,East,2,High Floor,Medium,0.57
palanpur,2,1170,Resale,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.38
adajan,1,506,Resale,Ready to Move,Unfurnished,South,1,Mid Floor,Low,0.2
vesu,2,941,Resale,Ready to Move,Unfurnished,North - East,1,Low Floor,Low,0.6
pal,2,801,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.58
dindoli,2,715,New Property,Ready to Move,Unfurnished,West,1,Low Floor,Low,0.33
palanpur,2,1215,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.48
jahangirpura,2,811,New Property,Under Construction,Unfurnished,East,1,Low Floor,Low,0.51
jahangirpura,1,735,Resale,Ready to Move,Unfurnished,North - West,1,High Floor,Low,0.28
pal,2,792,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.56
palanpur,3,990,Resale,Ready to Move,Unfurnished,South - East,2,Mid Floor,Medium,0.59
dindoli,2,888,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.23
pal,2,771,New Property,Ready to Move,Unfurnished,East,1,High Floor,Medium,0.59
althan,2,770,New Property,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.35
althan,2,1250,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.45
palanpur,3,1609,Resale,Ready to Move,Unfurnished,North - West,2,High Floor,Medium,0.55
pal,2,1206,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.52
palanpur,2,1150,Resale,Ready to Move,Semi-Furnished,North,1,Low Floor,Medium,0.4
vesu,2,825,Resale,Ready to Move,Unfurnished,North - East,1,Mid Floor,Low,0.54
pal,2,777,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.59
dindoli,2,689,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.31
palanpur,2,1315,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.52
pal,2,741,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.59
pal,2,1127,Resale,Ready to Move,Unfurnished,East,1,High Floor,Medium,0.45
jahangirpura,2,660,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.33
jahangirpura,2,1045,Resale,Ready to Move,Unfurnished,South -West,1,Mid Floor,Low,0.35
dindoli,3,1283,New Property,Ready to Move,Unfurnished,North,2,Mid Floor,Medium,0.33
jahangirpura,2,750,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.34
adajan,1,492,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.28
palanpur,2,1315,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.51
jahangirpura,3,1350,Resale,Ready to Move,Semi-Furnished,East,2,Mid Floor,Medium,0.37
vesu,2,1037,Resale,Ready to Move,Unfurnished,North - East,1,Low Floor,Low,0.6
pal,2,825,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.55
dindoli,1,477,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.2
palanpur,2,1206,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.52
jahangirpura,3,994,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.59
palanpur,2,825,Resale,Ready to Move,Furnished,South -West,1,Mid Floor,Medium,0.6
palanpur,2,1100,Resale,Ready to Move,Unfurnished,South -West,1,Mid Floor,Medium,0.53
dindoli,2,1070,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.28
jahangirpura,3,945,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.39
palanpur,2,858,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.54
althan,2,1275,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.49
adajan,2,770,New Property,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.55
palanpur,2,1180,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.43
althan,2,825,Resale,Ready to Move,Unfurnished,North - East,1,High Floor,Medium,0.56
palanpur,2,741,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.51
dindoli,1,477,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.2
pal,2,1127,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.43
jahangirpura,2,756,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.43
jahangirpura,2,660,Resale,Ready to Move,Unfurnished,North - East,1,Mid Floor,Low,0.4
palanpur,3,1045,Resale,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,0.51
dindoli,3,1441,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.38
palanpur,2,880,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.4
amroli,2,737,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.48
adajan,2,1351,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.56
pal,2,1311,New Property,Ready to Move,Unfurnished,South -West,1,Mid Floor,Medium,0.55
althan,2,884,Resale,Ready to Move,Unfurnished,North - East,1,High Floor,Medium,0.56
palanpur,2,771,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.49
dindoli,3,872,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.4
palanpur,2,1173,Resale,Ready to Move,Furnished,East,1,High Floor,Medium,0.48
palanpur,2,768,New Property,Ready to Move,Unfurnished,East,1,High Floor,Medium,0.41
pal,3,990,Resale,Ready to Move,Semi-Furnished,South - East,2,Mid Floor,Medium,0.48
pal,2,990,Resale,Ready to Move,Unfurnished,South -West,1,Mid Floor,Low,0.47
dindoli,2,1143,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.26
palanpur,2,899,Resale,Ready to Move,Furnished,East,1,High Floor,Medium,0.37
adajan,2,864,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.54
jahangirpura,2,778,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.44
palanpur,2,1328,Resale,Ready to Move,Unfurnished,East,1,High Floor,Medium,0.54
dindoli,2,690,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.29
jahangirpura,2,1190,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.41
pal,2,770,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.54
dindoli,2,1045,Resale,Ready to Move,Furnished,North - East,1,Mid Floor,Medium,0.34
palanpur,2,825,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.31
adajan,2,728,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.43
pal,2,1127,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.41
palanpur,2,774,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.52
dindoli,1,471,New Property,Ready to Move,Unfurnished,South,1,Mid Floor,Low,0.2
palanpur,2,1180,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.47
jahangirpura,2,710,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.36
jahangirpura,2,770,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.4
dindoli,2,1142,New Property,Ready to Move,Unfurnished,North - East,1,Mid Floor,Medium,0.3
palanpur,2,894,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.52
pal,2,682,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.45
jahangirpura,3,1609,Resale,Ready to Move,Unfurnished,East,2,High Floor,Medium,0.58
palanpur,2,768,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.53
dindoli,3,935,New Property,Ready to Move,Unfurnished,East,2,Low Floor,Medium,0.4
palanpur,2,1251,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.57
jahangirpura,2,805,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.44
jahangirpura,2,770,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.38
dindoli,3,1400,New Property,Ready to Move,Unfurnished,North - East,2,Mid Floor,Medium,0.37
jahangirpura,2,822,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.31
palanpur,2,880,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.56
adajan,2,1328,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.55
jahangirpura,2,1252,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.36
palanpur,2,732,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.49
dindoli,2,725,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.3
pal,2,1173,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.45
jahangirpura,2,774,New Property,Ready to Move,Unfurnished,South -West,1,Mid Floor,Low,0.41
palanpur,2,825,New Property,Ready to Move,Unfurnished,South -West,1,High Floor,Medium,0.54
palanpur,1,721,New Property,Under Construction,Unfurnished,North - East,1,Mid Floor,Low,0.18
jahangirpura,2,777,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.38
althan,2,803,New Property,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.46
adajan,2,1300,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.56
jahangirpura,2,721,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.26
pal,2,800,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.52
dindoli,2,627,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.26
palanpur,2,1120,New Property,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.47
palanpur,2,1251,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.51
palanpur,3,1250,Resale,Ready to Move,Semi-Furnished,North - East,2,Low Floor,Medium,0.37
palanpur,1,490,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.32
palanpur,2,770,New Property,Ready to Move,Unfurnished,North,1,Mid Floor,Low,0.48
jahangirpura,2,1180,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.36
pal,2,777,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.58
dindoli,2,628,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.26
jahangirpura,3,1034,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.56
dindoli,2,1045,Resale,Ready to Move,Furnished,North - East,1,Mid Floor,Medium,0.35
palanpur,2,776,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.43
adajan,2,1225,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.54
palanpur,3,880,Resale,Ready to Move,Unfurnished,North,2,Mid Floor,Medium,0.26
pal,2,681,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.42
dindoli,3,843,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.35
jahangirpura,2,757,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.36
palanpur,3,837,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.53
palanpur,2,1125,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.4
palanpur,2,1171,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.4
palanpur,2,847,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.54
dindoli,2,640,New Property,Ready to Move,Unfurnished,West,1,Low Floor,Low,0.31
althan,2,842,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.52
pal,2,756,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.53
dindoli,2,660,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.32
althan,2,710,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.6
pal,2,880,Resale,Ready to Move,Unfurnished,North,1,Mid Floor,Low,0.45
palanpur,2,795,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.51
dindoli,2,716,New Property,Ready to Move,Unfurnished,West,1,Low Floor,Low,0.31
palanpur,2,783,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.47
adajan,2,1345,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.55
palanpur,2,714,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.44
dindoli,2,716,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.31
jahangirpura,3,1100,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.55
jahangirpura,3,1049,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.59
dindoli,2,754,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.32
althan,2,715,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.43
adajan,2,1225,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.53
jahangirpura,3,1034,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.52
dindoli,3,777,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.35
pal,2,770,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.56
palanpur,3,1433,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.6
dindoli,2,629,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.29
palanpur,3,1500,Resale,Ready to Move,Unfurnished,West,2,Low Floor,Medium,0.44
palanpur,2,726,Resale,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.36
dindoli,2,540,New Property,Ready to Move,Unfurnished,West,1,Mid Floor,Low,0.24
palanpur,3,1600,Resale,Ready to Move,Unfurnished,North - West,2,Mid Floor,Medium,0.44
palanpur,2,769,Resale,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.39
dindoli,3,777,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.34
palanpur,3,883,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.5
dindoli,2,600,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.27
palanpur,2,759,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.47
dindoli,2,594,New Property,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.27
palanpur,2,728,Resale,Under Construction,Unfurnished,East,1,Mid Floor,Low,0.45
dindoli,2,629,New Property,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.28
palanpur,3,1058,Resale,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.56
